Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BENTLEY,Flying Spur,MID-SIZE,6.0,12,AM8,Z,19.2,12.2,16.0,18,373
BMW,M5 Sedan,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M760i xDrive Sedan,FULL-SIZE,6.6,12,AS8,Z,17.8,11.9,15.1,19,354
BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M8 Cabriolet Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M8 Coupe,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M8 Coupe Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M8 Gran Coupe,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322
BMW,X3 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X3 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X4 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X4 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302
BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302
BMW,X6 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302
BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318
BMW,X7 M50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318
BUGATTI,Chiron,TWO-SEATER,8.0,16,AM7,Z,26.8,16.6,22.2,13,522
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20,324
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19,355
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.8,19,349
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23,326
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,349
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13.0,15.0,19,350
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.7,12.9,22,303
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.0,12.0,13.7,21,321
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,16.8,13.3,15.2,19,357
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305
DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18,368
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.4,11.2,13.0,22,305
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.6,21,319
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13.0,22,304
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.6,13.5,21,317
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393
FORD,Mustang,SUBCOMPACT,5.0,8,M6,X,16.1,9.9,13.3,21,312
FORD,Mustang Bullitt,SUBCOMPACT,5.0,8,M6,X,16.4,10.2,13.6,21,319
FORD,Mustang Convertible,SUBCOMPACT,5.0,8,AS10,X,15.4,9.7,12.9,22,303
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342
FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,X,16.2,12.3,14.5,19,340
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,E,21.5,16.2,19.1,15,316
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,X,16.7,12.8,15.0,19,352
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,E,22.1,16.8,19.8,14,328
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,15.6,10.4,13.2,21,312
GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Z,15.4,10.2,13.1,22,311
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.4,12.6,14.7,19,344
GMC,Sierra 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.8,16.8,19.5,14,325
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.8,13.0,22,304
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.1,11.4,13.4,21,314
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.5,11.9,13.9,20,326
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325
GMC,Yukon 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305
GMC,Yukon 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314
GMC,Yukon XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337
GMC,Yukon XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319
GMC,Yukon XL 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.8,12.3,15.3,18,360
JAGUAR,F-PACE SVR,SUV - SMALL,5.0,8,AS8,Z,14.5,11.0,12.9,22,303
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331
JEEP,Grand Cherokee 4X4 Trackhawk,SUV - STANDARD,6.2,8,A8,Z,20.9,13.8,17.7,16,413
JEEP,Grand Cherokee 4X4 SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.6,15.7,18,368
LAMBORGHINI,Aventador Coupe,TWO-SEATER,6.5,12,AM7,Z,26.2,15.5,21.4,13,485
LAMBORGHINI,Aventador Roadster,TWO-SEATER,6.5,12,AM7,Z,26.6,15.8,21.7,13,493
LAMBORGHINI,Huracan Coupe,TWO-SEATER,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
LAMBORGHINI,Huracan Coupe AWD,TWO-SEATER,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
LAMBORGHINI,Huracan Spyder,TWO-SEATER,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
LAMBORGHINI,Huracan Spyder AWD,TWO-SEATER,5.2,10,AM7,Z,18.0,12.9,15.7,18,370
LAMBORGHINI,Urus,SUV - STANDARD,4.0,8,AS8,Z,19.2,14.1,16.9,17,384
LAND ROVER,Discovery,SUV - STANDARD,3.0,6,AS8,Z,14.8,11.4,13.3,21,311
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,5.0,8,AS8,Z,14.4,11.2,12.9,22,305
LAND ROVER,Range Rover 5.0 Supercharged LWB,SUV - STANDARD,5.0,8,AS8,Z,14.4,11.3,13.0,22,305
LAND ROVER,Range Rover SVAutobiography Dynamic,SUV - STANDARD,5.0,8,AS8,Z,17.1,12.6,15.1,19,354
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5.0,8,AS8,Z,17.9,12.7,15.5,18,365
LAND ROVER,Range Rover Sport SVR,SUV - STANDARD,5.0,8,AS8,Z,16.2,12.0,14.3,20,336
LAND ROVER,Range Rover Velar SVAutobiography Dynamic,SUV - SMALL,5.0,8,AS8,Z,15.2,11.5,13.5,21,318
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,16.2,12.3,14.5,19,337
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,19.2,14.3,16.9,17,395
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,15.0,11.5,13.4,21,315
MASERATI,Levante,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21,324
MASERATI,Levante S,SUV - STANDARD,3.0,6,AS8,Z,15.9,11.1,13.7,21,324
MASERATI,Levante GTS,SUV - STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,18,360
MASERATI,Levante Trofeo,SUV - STANDARD,3.8,8,AS8,Z,17.3,12.9,15.3,18,360
MASERATI,Quattroporte S Q4,FULL-SIZE,3.0,6,AS8,Z,15.0,10.3,12.8,22,301
MASERATI,Quattroporte GTS,FULL-SIZE,3.8,8,AS8,Z,16.0,10.8,13.7,21,321
MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8,A9,Z,16.0,10.5,13.5,21,318
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,4.0,8,A9,Z,18.1,15.6,17.0,17,396
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309
MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ Coupe,SUV - SMALL,4.0,8,A9,Z,15.0,10.9,13.2,21,309
MERCEDES-BENZ,AMG GT R Coupe,TWO-SEATER,4.0,8,AM7,Z,15.9,11.8,14.0,20,327
MERCEDES-BENZ,AMG S 63 4MATIC+ Cabriolet,SUBCOMPACT,4.0,8,A9,Z,15.8,9.8,13.1,22,306
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,A7,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378
MERCEDES-BENZ,Maybach S 650,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355
NISSAN,Armada 4WD,SUV - STANDARD,5.6,8,AS7,X,17.5,12.9,15.4,18,362
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS9,Z,15.1,11.1,13.3,21,313
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS9,Z,15.1,11.2,13.3,21,313
PORSCHE,Cayenne Turbo,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329
PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.0,13.8,20,325
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.6,14.1,20,330
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
ROLLS-ROYCE,Cullinan Black Badge,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.1,12.1,16.5,17,386
ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.4,13.1,17.1,17,400
ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,17,400
ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.4,13.1,17.1,17,400
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.8,16.5,17,387
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,14.8,12.5,13.8,20,321
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.8,12.5,13.8,20,321
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.5,13.9,16.4,17,385
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.2,16.3,17,381
